Fold,Fold_F1[50],Fold_F2[50],Fold_F1[40:95],Fold_F2[40:95],Fold_Score,Test_F1[50],Test_F2[50],Test_F1[40:95],Test_F2[40:95],Test_Score
1,0.9128218533525029,0.9351901446170328,0.6477584629460201,0.6636314943760043,0.78985048882289,0.6027291452111226,0.5460440380668036,0.3553896326810848,0.3219661628413261,0.4565322447000843
