Fold,Fold_F1[50],Fold_F2[50],Fold_F1[40:95],Fold_F2[40:95],Fold_Score,Test_F1[50],Test_F2[50],Test_F1[40:95],Test_F2[40:95],Test_Score
2,0.916492,0.935206,0.645746,0.658931,0.789094,0.601826,0.535689,0.369150,0.328583,0.458812
