Fold,Fold_F1[50],Fold_F2[50],Fold_F1[40:95],Fold_F2[40:95],Fold_Score,Test_F1[50],Test_F2[50],Test_F1[40:95],Test_F2[40:95],Test_Score
3,0.914263,0.931429,0.646902,0.659048,0.787910,0.596923,0.542202,0.345962,0.314247,0.449833
