Fold,Fold_F1[50],Fold_F2[50],Fold_F1[40:95],Fold_F2[40:95],Fold_Score,Test_F1[50],Test_F2[50],Test_F1[40:95],Test_F2[40:95],Test_Score
4,0.9144144144144145,0.9334090663204587,0.646440558205264,0.6598687294889827,0.78853319210728,0.6031294452347085,0.5448343535348816,0.353528169317643,0.3193581296824136,0.45521252444241167
