Fold,Fold_F1[50],Fold_F2[50],Fold_F1[40:95],Fold_F2[40:95],Fold_Score,Test_F1[50],Test_F2[50],Test_F1[40:95],Test_F2[40:95],Test_Score
0,0.916422,0.933167,0.649154,0.661016,0.789940,0.605956,0.539273,0.353166,0.314301,0.453174
